"Frequency","Monetary.mean","Recency"
5,360.752,71
3,694.473333333333,51
6,499.286666666667,88
10,231.968,8
2,114.855,225
6,268.598333333333,46
1,120,106
7,350.997142857143,21
1,508.58,64
3,114.37,206
5,306.15,10
4,143.565,114
2,83.425,234
1,311.65,163
14,352.052857142857,8
2,231.33,124
3,288.77,22
2,175.725,64
9,282.162222222222,16
2,234.13,16
4,403.7275,16
4,138.555,158
4,72.4775,234
1,134.7,218
9,240.708888888889,45
6,101.285,21
8,111.24125,127
1,108.98,38
2,510.79,120
1,409.57,260
1,133.5,10
2,129.35,270
1,51,164
4,269.74,157
1,90.6,215
2,81.81,5
1,174.4,365
4,166.735,60
1,225.77,43
6,147.096666666667,19
4,532.0575,31
1,161.2,22
8,464.66875,108
19,482.516842105263,8
1,155,319
1,100.5,295
1,76.55,358
1,257.68,185
2,308.525,191
2,174.05,44
1,202.68,52
1,626.07,26
3,415.896666666667,38
3,67.37,9
1,142.4,296
3,590.186666666667,32
10,317.204,8
5,199.944,8
13,353.266923076923,10
1,67.95,218
12,289.325833333333,2
2,243.995,65
23,111.16,0
2,279.85,141
14,288.57,4
5,285.262,130
7,204.96,33
1,156.75,119
9,234.564444444444,107
7,372.361428571429,10
7,272.607142857143,71
15,38.42,15
1,1063,310
3,253.776666666667,35
1,122.7,362
8,185.64125,91
18,322.864444444444,1
2,245.11,22
3,645.75,3
6,176.343333333333,10
2,192.935,85
2,406.555,57
6,710.606666666667,0
1,265.2,218
1,322.08,17
16,244.93125,18
2,181.67,50
7,175.734285714286,7
2,198.88,298
6,375.918333333333,9
6,228.8,21
1,89.06,98
1,131.9,306
1,2661.24,319
5,471.536,8
10,154.514,0
5,308.924,1
7,200.125714285714,53
4,259.895,0
5,232.646,18
2,187.675,9
4,226.775,18
3,161.083333333333,180
2,331.295,60
2,132.22,10
1,119.93,190
14,217.687857142857,5
1,113.64,310
1,1837.92,155
4,95.835,110
3,701.02,148
15,131.06,63
3,176.54,98
3,352.873333333333,246
7,324.628571428571,29
4,149.69,17
2,230.595,11
8,242.105,103
2,117.17,74
2,268.855,43
6,133.303333333333,71
1,215.7,257
5,261.562,19
2,158.125,253
1,279.05,11
2,318.255,164
6,344.691666666667,18
2,64.6,149
1,321.92,50
1,165.75,38
7,169.082857142857,26
2,523.715,51
1,463.38,207
2,170.465,175
7,337.548571428571,7
1,139.56,25
2,61.9,50
2,269.405,311
2,228.735,301
5,391.464,42
3,271.773333333333,26
3,118.95,88
3,63.4366666666667,64
14,167.93,19
6,590.543333333333,3
4,168.315,47
11,528.972727272727,17
5,402.434,17
7,195.454285714286,23
2,138.21,22
6,211.235,11
2,137.64,187
4,109.6225,100
3,351.783333333333,61
6,350.348333333333,17
2,165.225,33
1,174.37,64
2,135.3,1
4,243.635,24
1,241.09,108
9,207.52,31
13,324.720769230769,8
86,89.6672093023256,2
1,364.22,37
3,206.68,60
6,487.651666666667,25
4,233.2125,236
9,201.402222222222,24
25,163.014,2
4,710.2725,59
1,171.8,259
1,355.56,57
2,194.125,64
2,268.74,15
3,332.086666666667,9
8,182.70625,58
1,103.25,185
21,138.865238095238,3
2,1012.225,24
9,276.335555555556,4
9,442.971111111111,3
2,326.4,150
1,289.24,311
2,382.81,10
2,93.115,18
1,165.07,151
5,171.854,19
4,595.26,10
2,162.07,57
24,90.5908333333333,7
3,360.253333333333,75
22,214.055454545455,3
6,512.295,95
1,1432,110
3,508.153333333333,35
1,227.39,1
2,109.03,280
10,280.369,3
13,123.363076923077,179
1,35.4,372
4,214.9275,12
1,168.63,3
1,138.6,16
1,114.11,40
5,210.51,5
5,205.852,169
1,157.05,50
3,44.72,227
10,159.824,18
1,39.75,371
4,361.785,15
3,190.153333333333,35
3,205.996666666667,21
2,189.915,7
6,290.1,19
2,441.575,11
1,221.97,44
1,393.33,305
1,213.96,10
1,660,274
128,91.514453125,1
17,667.123529411765,15
4,446.2875,4
4,150.39,72
3,135.36,242
4,134.6475,9
2,189.755,239
3,131.093333333333,204
6,294.293333333333,1
1,320.58,184
6,144.891666666667,32
2,112.925,57
5,169.696,185
7,393.867142857143,8
2,335.98,91
3,313.07,4
3,335.66,50
1,114.56,262
1,344.9,266
2,304.925,36
1,443.6,50
8,369.0425,52
8,255.26875,15
1,110.46,21
1,96.12,58
3,222.87,170
4,195.115,9
2,298.545,156
1,243.22,201
4,354.3225,4
2,327.3,67
1,114.18,77
7,278.221428571429,1
5,386.03,3
2,145.525,169
5,167.654,17
2,123.575,5
12,204.710833333333,8
2,142.87,86
1,107.95,26
4,192.7925,28
2,318.945,19
7,179.768571428571,60
1,195.25,24
27,341.896296296296,10
3,423.33,241
2,205.765,280
2,382.775,234
5,347.28,3
1,604.75,16
8,317.905,31
3,166.316666666667,71
2,26,187
5,247.256,25
1,628.38,106
27,189.162222222222,7
1,112.8,208
3,119.536666666667,44
5,422.866,30
5,116.41,137
1,172.9,264
9,230.107777777778,4
2,94.305,218
5,250.152,1
1,109.13,214
3,745.1,32
12,207.185,10
18,180.591111111111,1
1,318.17,14
9,171.878888888889,11
1,179,198
4,274.1675,2
14,350.795714285714,15
4,151.5325,14
12,236.516666666667,10
3,305.69,29
12,222.021666666667,9
1,160.19,24
4,216.845,24
2,164.84,43
6,265.363333333333,1
3,221.27,5
1,187.92,147
6,193.05,10
1,718.08,24
1,268.58,274
1,313.49,373
8,250.6325,1
3,126.673333333333,47
10,268.634,8
15,630.102666666667,9
34,170.814411764706,3
3,388.183333333333,3
9,143.326666666667,39
8,487.3875,2
4,355.8025,191
6,233.39,11
9,120.947777777778,16
6,194.526666666667,112
2,147.15,247
6,218.631666666667,29
1,389.64,43
1,563.15,87
2,319.025,44
12,413.781666666667,9
1,738.96,15
1,420.5,75
4,371.015,144
3,541.99,4
2,26.9,294
2,127.95,58
1,300.52,263
2,125.275,43
3,84.7033333333333,29
8,302.88375,8
3,46.5,17
10,1064.16,2
2,438.21,232
1,139.26,112
3,337.3,58
13,168.890769230769,51
2,365.43,127
3,128.716666666667,280
2,223.84,54
1,200.1,319
2,144.995,26
2,38.7,10
2,339.72,7
1,197.64,28
4,186.265,16
2,107.07,4
9,141.345555555556,2
1,131.45,166
27,290.352222222222,1
3,57.9133333333333,52
1,157.7,51
16,264.77125,47
1,193.14,61
3,281.85,162
1,353.27,8
4,138.6625,15
1,193.39,75
15,145.024666666667,39
11,189.807272727273,40
2,77.715,369
2,389.25,36
1,271.85,197
2,555.17,200
3,219.266666666667,73
2,136.035,64
4,126.8225,21
1,48.8,366
3,107.143333333333,180
4,281.9275,10
12,185.575833333333,3
3,713.253333333333,196
6,107.441666666667,29
1,197.13,53
8,212.29375,17
3,34.15,10
5,328.24,89
1,62.85,267
6,549.293333333333,53
8,307.1,35
4,797.4525,63
1,309.4,148
28,282.295714285714,21
2,139.075,311
2,255.675,23
6,472.781666666667,58
3,154.35,8
8,343.73625,78
2,322.825,119
3,437.126666666667,36
3,388.55,59
5,270.408,12
2,84.31,8
1,125.79,52
2,420.6,25
1,266.76,29
2,26.1,7
13,1092.11153846154,10
4,175.3325,185
9,326.626666666667,3
3,240.65,3
1,327.25,261
4,130.595,3
1,519.68,210
5,289.744,9
9,165.06,12
3,235.396666666667,77
1,255.4,19
2,294.85,26
7,108.091428571429,18
1,765.32,131
1,364.8,252
1,1862,79
1,369.2,207
1,135.9,336
1,125.65,253
2,277.19,148
2,618.925,9
1,655.75,85
24,459.1775,7
2,234.385,204
4,341.595,7
8,153.54,23
10,141.499,11
2,157.055,21
10,274.448,21
2,512.72,2
3,199.966666666667,154
10,347.885,3
1,277.8,74
7,55.6942857142857,2
3,280.506666666667,16
4,306.8575,35
3,86.2766666666667,85
5,252.968,70
2,805.075,115
2,488.885,212
2,658.035,30
1,749.1,50
1,310.05,245
1,223.88,32
3,790.953333333333,108
6,160.78,4
1,363.53,365
3,629.613333333333,72
1,1784.71,297
9,901.935555555556,9
4,404.4075,56
14,417.353571428571,29
1,100.9,14
2,145.41,72
7,152.367142857143,23
2,180.625,8
1,311.69,79
15,527.519333333333,46
1,289.82,25
1,336.17,12
1,58.49,253
3,166.56,147
5,136.994,59
2,110.635,8
12,583.881666666667,10
1,126.7,270
5,297.56,9
1,206.21,247
2,299.5,96
1,191.32,14
1,463.8,49
1,147.59,30
4,398.015,68
3,372.19,35
1,114.77,128
3,438.15,107
1,114.39,37
1,279.94,57
8,95.7325,57
5,386.284,72
1,102.12,246
2,106.635,19
2,148.375,198
2,163.2,15
1,334.54,211
2,116.615,38
4,135.245,46
2,214.935,170
1,490.52,47
4,410.44,115
1,1246.32,147
35,176.585428571429,15
1,502.09,51
1,156.91,159
3,420.593333333333,12
1,308.94,35
2,211.52,53
2,130.085,43
1,170.04,172
1,125.58,33
4,114.065,38
1,266,266
13,144.021538461538,8
4,226.26,11
12,563.596666666667,3
10,166.133,9
1,377.01,33
3,156.333333333333,80
6,175.325,30
4,156.7825,8
2,259.14,71
4,167.035,4
5,892.82,256
11,233.729090909091,4
11,388.878181818182,15
1,252.73,89
3,155.183333333333,72
7,95.0842857142857,43
1,180.35,170
1,135.93,199
1,537,31
22,346.79,19
3,211.22,151
16,316.500625,9
1,343.62,269
5,76.114,65
1,121.17,273
5,345.434,25
3,463.87,23
1,215.78,319
3,232.596666666667,4
2,151.05,12
2,744.75,275
11,193.180909090909,25
11,120.529090909091,40
4,75.7725,8
4,246.965,71
1,370.8,213
6,522.663333333333,37
2,380.295,31
3,581.586666666667,78
2,276.68,46
1,1109.53,179
1,106.2,372
2,491.035,93
4,153.1075,9
1,748.87,105
1,773.03,77
1,880.85,172
38,253.246052631579,7
5,178.732,212
6,81.225,22
1,88.2,256
1,306.94,281
3,380.09,21
6,403.473333333333,10
1,381.32,308
2,238.48,53
2,228.905,215
9,490.015555555556,18
5,272.94,103
1,219.39,42
1,248.08,4
5,129.9,182
1,410.48,84
6,105.85,330
3,103.343333333333,8
2,351.68,31
3,334.18,166
7,328.418571428571,18
7,201.104285714286,17
8,30.9575,311
5,258.35,141
2,231.875,240
7,138.607142857143,23
3,522.493333333333,29
4,859.8525,9
10,276.056,30
1,340.11,18
4,338.1875,17
6,258.355,14
1,244.8,134
1,266.4,245
2,171.91,129
2,228.86,50
6,268.688333333333,85
2,1099.655,7
2,92.095,22
23,483.35,25
1,406.53,65
8,177.4425,60
11,313.4,50
1,330.11,169
5,195.586,18
3,327.473333333333,127
8,173.49875,14
2,63.575,233
5,256.49,2
2,89.48,239
8,293.75,52
1,498.74,46
1,259.45,225
18,362.78,8
4,298.6825,4
3,437.886666666667,164
2,304.325,218
1,301.29,10
1,520.8,133
11,482.179090909091,17
16,292.765,9
1,329.25,31
2,120.135,74
3,320.496666666667,1
5,373.9,3
1,401.4,45
1,158.16,357
2,152.235,18
3,281.016666666667,68
1,487.75,373
1,163,320
1,106.56,25
2,517.25,324
5,324.81,8
1,135.75,322
1,224.14,71
1,40.5,260
7,312.314285714286,18
1,87.5,367
5,136.056,66
2,311.425,154
2,203.38,29
1,310.62,70
2,205.705,14
18,259.448888888889,1
53,298.15358490566,1
3,348.106666666667,119
1,499.32,60
22,341.871363636364,3
1,3861,2
5,131.288,8
2,96.82,92
4,317.175,59
11,84.3490909090909,78
6,304.633333333333,25
1,316.58,357
3,216.276666666667,85
4,105.075,10
6,144.603333333333,1
1,331.18,225
2,447.205,60
2,44.475,239
3,108.35,318
8,207.68,1
6,102.665,44
1,96.6,87
11,523.353636363636,10
1,305.75,176
7,251.274285714286,51
2,57.05,366
1,585,318
3,151.633333333333,225
3,103.493333333333,358
1,409.4,234
1,154.41,310
5,243.88,36
5,675.392,66
2,214.8,239
2,306.03,113
1,197,276
12,187.2925,217
1,321.05,298
4,353.08,1
5,211.308,29
3,254.78,10
7,240.795714285714,44
9,193.176666666667,66
1,316.68,74
2,315.785,65
3,838.613333333333,134
2,257.075,238
1,356,122
15,443.824,31
15,688.474,9
2,370.39,36
6,152.55,16
1,300.36,127
1,890.85,66
1,98.45,148
2,116.075,281
2,311.58,168
8,222.59625,100
1,254.82,135
1,178.95,323
1,156.51,106
1,393.74,64
2,753.06,151
1,119.3,338
5,343.472,22
1,408.8,23
9,255.355555555556,15
16,155.36375,7
2,360.97,57
2,358.285,4
2,304.595,31
1,135.31,66
1,255.9,46
2,138.705,354
1,113.12,172
12,186.6625,58
1,240.55,49
3,161.746666666667,22
5,461.304,43
4,233.775,29
21,371.608095238095,4
20,229.8255,25
1,180.94,201
10,361.031,44
4,158.76,10
14,269.578571428571,2
11,344.280909090909,67
1,496.44,64
14,359.151428571429,50
1,574.02,290
10,68.03,60
3,391.45,64
1,205.3,95
2,151.135,270
5,184.22,75
1,52,110
1,327.97,199
3,183.846666666667,64
1,165,326
1,312.62,3
1,204.5,283
1,267.13,44
4,662.6825,49
2,301.485,64
1,162.29,103
1,311.71,333
1,208.75,52
5,201.1,35
2,357.48,32
4,415.265,366
1,1028.56,208
3,117.223333333333,156
1,173.97,53
3,185.856666666667,66
1,2020.52,80
2,195.88,116
1,364.5,87
5,95.316,0
2,183.845,35
1,252.42,332
1,201.6,366
1,158.04,72
2,236.905,158
1,115.65,373
10,186.214,12
2,388.51,254
2,138.525,29
10,276.65,31
29,283.958620689655,4
1,427.93,39
1,418.92,361
2,159.025,241
2,456.595,95
9,147.827777777778,25
2,301.255,75
5,373.538,57
1,446.94,21
8,295.06875,40
1,2007.4,137
13,170.239230769231,8
1,168,128
3,411.12,40
8,453.98625,169
6,280.393333333333,8
2,298.425,213
8,740.9825,14
3,211.92,169
1,316.88,40
1,394.14,186
1,140.54,270
1,500,172
5,303.146,4
2,115.93,16
4,545.885,9
1,107.45,325
1,288.18,112
1,94,289
3,446.543333333333,16
3,271.923333333333,1
6,111.116666666667,92
2,313.385,148
1,349.1,189
4,106.6525,18
4,264.11,33
1,267.18,264
8,431.355,84
5,269.276,26
1,190.53,171
3,258.3,9
1,572.81,313
5,794.874,64
1,508.8,85
1,135.86,24
4,237.59,58
2,48.85,323
1,43.5,38
2,191.67,254
7,204.271428571429,19
3,494.38,33
1,93.78,15
3,121.633333333333,26
1,171.19,23
3,139.29,79
6,166.246666666667,8
1,149.29,22
3,374.176666666667,12
1,200.16,262
1,156.58,131
3,127.893333333333,54
1,594,248
8,401.52,1
2,709.13,9
1,113.5,264
1,155.17,330
1,494.64,312
5,194.244,26
1,429.84,30
3,179.576666666667,29
7,198.338571428571,1
1,179.1,362
3,149.073333333333,283
1,237.07,262
1,161.64,25
1,216.76,354
3,78.2,94
1,126.14,29
1,1048.85,338
24,289.375833333333,19
1,334.53,85
4,127.97,9
5,87.692,35
4,126.125,43
1,469.48,2
1,371.56,113
10,146.52,14
1,454.11,77
2,720.71,40
1,905.5,116
16,410.545,15
4,58.4525,161
5,712.622,1
3,858.333333333333,30
1,91.32,92
4,272.5075,22
7,441.55,95
2,329.73,28
7,281.035714285714,32
2,649.615,21
3,419.9,17
35,354.184571428571,0
4,282.89,8
23,240.933043478261,15
1,147.09,362
1,52.83,81
7,499.591428571429,52
3,326.42,22
1,492.36,171
6,166.711666666667,189
1,250,330
5,181.846,11
2,60.5,155
22,660.003636363636,31
13,227.937692307692,12
3,20.81,44
1,267.03,233
13,147.068461538462,64
1,343.5,1
13,198.05,36
2,199.42,32
1,412.01,84
1,440,24
4,202.755,2
2,74.22,33
10,234.882,18
1,229.33,254
12,330.648333333333,22
4,375.5875,21
2,1003.72,8
6,252.846666666667,25
5,149.384,19
7,65.7,173
1,110.92,163
1,538.46,7
1,213.3,11
1,85.13,114
1,127.86,288
11,322.046363636364,8
2,146.36,54
14,353.917142857143,7
4,413.94,77
4,143.9075,4
1,436.06,36
1,90.12,217
1,437.23,60
1,217.2,277
20,237.91,12
1,279.77,24
1,473.65,28
5,144.548,11
1,134.55,351
7,188.527142857143,8
2,86.58,50
1,186.01,18
3,252.763333333333,2
5,275.142,103
13,316.151538461538,7
4,162.6075,11
7,364.694285714286,4
2,303.725,31
4,175.5625,177
1,940.67,37
3,86.2933333333333,151
1,127.1,162
2,174.3,68
14,244.997857142857,120
3,227.636666666667,24
5,144.522,23
1,455.3,176
4,228.42,50
4,114.145,252
1,388.58,46
1,199.8,70
6,294.588333333333,15
9,149.26,100
2,157.86,29
3,78.56,35
2,380.87,26
17,396.785882352941,11
15,72.242,8
1,48.48,78
1,216.39,52
5,239.646,36
11,220.24,57
1,104.76,336
4,273.42,28
2,135.015,182
1,112.46,51
15,104.559333333333,9
2,97.575,36
27,383.705185185185,10
5,149.4062,32
1,336.4,10
6,254.066666666667,50
6,193.128333333333,4
16,201.533125,3
1,301.03,141
4,147.0325,116
8,188.07,100
2,337.9,74
10,286.564,4
3,393.466666666667,45
10,314.731,15
1,243.55,17
2,362.38,89
1,223.36,52
1,425.32,134
17,731.372941176471,4
4,471.8,105
6,107.9,179
4,203.25,166
1,612.01,18
4,106.285,157
4,149.975,204
2,408,336
3,215.433333333333,36
1,337.74,91
2,438.72,92
2,461.265,9
2,255.66,233
4,187.125,45
1,30,22
8,119.8625,190
1,306.45,43
12,129.334166666667,25
2,154.9,317
1,138.14,106
2,179.315,50
2,1121.005,168
1,301.32,39
1,76.32,217
5,135.538,40
1,173.05,296
10,263.549,18
4,720.255,88
8,218.0025,73
3,107.896666666667,81
5,664.818,9
1,657.23,49
1,352.7,52
4,195.32,24
3,444.56,9
6,157.726666666667,18
1,193.75,117
11,271.045454545455,8
2,127.05,119
2,119.88,4
1,136.8,252
1,191.04,28
15,428.24,0
2,204.99,266
12,220.371666666667,33
1,309.65,17
3,221.343333333333,172
4,385.535,2
1,211.5,264
4,573.405,140
1,143.1,201
7,143.115714285714,59
4,236.395,35
11,302.701818181818,40
1,133.25,283
5,214.472,9
3,115.583333333333,143
2,165.44,11
4,279.7025,145
1,150.3,234
14,360.282857142857,32
1,598.73,24
1,507.08,11
6,363.535,35
1,203.1,364
3,70.7666666666667,201
1,415.25,15
7,739.851428571429,16
2,31,198
4,277.095,65
2,147.06,212
1,162.3,282
2,669.725,114
12,93.4341666666667,14
19,252.04052631579,18
1,449.12,66
1,154.88,49
4,196.115,16
1,34.8,77
6,178.54,8
2,91.48,134
3,324.68,12
1,149.31,40
9,272.358888888889,2
8,328.61625,39
1,79.2,304
4,113.9175,50
8,289.86,1
4,133.24,61
2,357.21,65
1,205.25,24
3,84.3466666666667,218
2,291.875,65
3,349.556666666667,31
10,324.547,81
1,315.06,64
4,145.4575,115
1,635.68,5
1,270.8,68
1,104.9,245
1,241.62,133
5,204.322,241
3,158.426666666667,183
4,83.39,25
4,648.485,9
1,246.3,10
8,287.96875,29
5,966.84,43
3,316.016666666667,26
1,351.3,358
1,220.85,10
3,534.813333333333,43
4,237.24,9
1,610.01,149
10,266.661,1
4,551.85,113
3,294.713333333333,75
2,349.54,107
4,260.5475,46
1,415.82,51
19,202.555263157895,0
20,272.6085,23
3,261.526666666667,46
3,301.3,50
5,744.954,306
6,66.535,35
7,163.632857142857,78
9,241.257777777778,17
5,360.228,107
2,651.955,207
6,307.121666666667,3
5,420.12,63
4,476.3625,49
1,206.98,319
2,285.48,44
2,442.735,3
1,532.94,172
4,412.34,51
20,82.074,73
2,318.07,99
2,273.85,29
4,186.94,58
1,836.79,254
6,347.483333333333,70
4,238.5225,44
2,58.735,45
1,391.98,64
5,204.148,25
3,115.22,58
6,201.516666666667,64
1,118.95,303
1,130.74,46
10,365.087,17
2,194.635,38
2,119.425,19
2,80.355,186
1,110.8,51
12,247.8875,4
5,142.448,136
31,521.731290322581,4
1,297,18
5,287.77,15
8,122.15125,40
9,333.373333333333,12
4,208.22,8
2,34.42,25
8,221.2225,22
3,298.376666666667,40
1,230.53,101
16,237.361875,5
2,74.82,277
1,354.09,32
2,180.465,14
9,481.185555555556,63
3,146.926666666667,1
2,156.64,369
8,54.78,312
5,99.072,198
2,198.24,2
3,126.45,92
1,181.09,60
2,70.635,79
2,223.435,156
1,524.52,226
2,131.775,253
1,179.17,149
2,111.025,194
6,230.78,1
1,56.25,368
1,351.11,23
3,121.293333333333,16
8,640.7925,9
1,164.68,8
8,190.22375,19
3,322.483333333333,3
1,191.94,173
8,154.0225,0
2,132.31,178
10,149.124,16
1,123.1,247
2,167.115,190
2,319.945,19
4,41.875,154
1,336.03,172
2,181.8,372
1,127.08,372
1,207.15,194
1,426.63,67
11,223.804545454545,4
3,369.153333333333,21
2,208.43,239
1,145.35,64
5,80.916,112
16,381.39125,89
2,15.9,311
1,337.44,133
1,325.1,276
1,181,365
1,1708.24,82
2,477.62,8
2,182.36,16
5,341.052,1
3,223.19,1
4,201.6425,33
10,163.453,15
16,274.363125,24
1,428.89,31
1,104.35,74
2,235.38,19
4,211.41,17
2,209.415,23
4,145.725,2
1,314.1,303
12,349.9875,17
3,33.2566666666667,235
8,428.69375,39
1,371.01,84
2,215.47,165
2,527.365,17
1,1098.78,77
3,799.62,88
8,426.06,24
4,368.755,22
11,256.088181818182,2
3,345.806666666667,123
1,168.12,30
7,207.325714285714,12
1,158.03,19
2,396.055,44
1,41.99,3
10,275.682,8
1,427.07,54
7,149.254285714286,88
6,514.028333333333,36
3,4131.23333333333,2
5,547.074,29
4,153.8475,12
1,101.4,211
4,425.485,47
3,159.593333333333,23
4,248.1775,22
3,135.833333333333,245
16,210.169375,8
3,471.763333333333,35
4,163.2825,35
4,172.635,3
10,148.331,3
1,211.88,47
2,204.45,39
10,345.024,1
3,283.67,16
1,628.28,260
3,239.936666666667,46
1,251.24,12
1,439.66,29
1,236.09,43
7,121.731428571429,91
1,331.24,309
2,274.47,92
27,323.244814814815,5
3,145.9,196
2,379.46,87
3,285.006666666667,269
4,113.5825,7
3,437.85,65
3,1055.46666666667,30
7,163.91,22
4,193.4975,37
4,335.175,119
3,81.23,85
3,370.596666666667,40
1,137.9,173
1,362.06,54
2,755.975,32
1,783.9,145
1,134.8,220
1,664.85,45
10,214.022,4
6,243.31,65
4,288.405,9
1,335.32,260
1,372.09,365
5,304.374,16
2,426.075,22
1,326.24,44
1,584.32,288
2,47.175,291
11,197.593636363636,3
1,79.2,283
3,450.666666666667,16
3,58.8666666666667,81
5,561.38,56
2,658.81,100
1,436.18,299
5,196.302,23
6,186.551666666667,59
2,157.53,154
5,155.872,98
1,17,106
6,173.638333333333,11
1,320.62,264
1,185.05,240
7,286.518571428571,87
3,243.966666666667,50
3,415.32,9
3,614.046666666667,42
6,238.273333333333,7
1,302.36,61
1,336.96,248
1,108.38,65
7,457.737142857143,17
2,408.05,84
2,305.94,218
3,445.826666666667,45
4,48.935,143
1,161.38,183
1,135.75,170
8,208.49625,9
2,296.44,205
1,232.21,189
2,211.68,8
5,258.828,59
2,433.555,57
4,171.105,73
1,307.78,51
2,93.575,316
1,289.35,367
4,1571.9425,29
1,656.25,39
5,376.044,17
6,584.423333333333,51
46,310.992608695652,3
3,201.23,21
1,517.55,262
3,236.46,59
3,211.803333333333,18
4,175.9425,52
1,620.4,88
1,535.34,249
7,345.691428571429,3
1,175.2,246
18,207.887777777778,8
3,244.71,157
1,375,133
1,76.32,296
2,140.26,4
10,190.607,38
1,1829.04,268
5,364.846,49
13,232.663076923077,8
4,161.06,15
1,348.2,281
4,252.3625,64
26,205.883461538462,1
1,37.4,252
3,147.2,225
4,200.6325,17
28,134.664285714286,10
4,455.7425,8
7,268.631428571429,50
1,73.2,59
5,228.042,95
7,200.938571428571,15
3,336.516666666667,126
4,259.3975,94
1,331.95,50
1,197.9,138
1,215.83,60
10,1021.748,100
1,305.54,73
4,1654.4125,72
1,338.71,67
7,165.077142857143,64
2,264.705,16
13,307.072307692308,22
17,402.425882352941,31
4,245.465,44
2,107.74,15
1,215.08,40
25,196.5328,2
1,314.45,236
1,400.681,75
2,540.31,4
5,364.304,3
1,365.27,360
5,117.83,58
1,405.71,23
4,190.345,30
4,134.265,54
1,394.38,25
2,332.13,44
5,452.524,88
2,271.385,81
3,227.063333333333,19
1,159,78
3,354.25,170
1,242.35,80
1,914.93,267
4,64.8475,235
8,381.85875,29
3,288.286666666667,36
1,846.72,318
4,323.825,57
5,219.264,44
3,85.04,203
2,154.16,219
2,505.3,87
2,271.015,189
5,196.646,32
5,84.426,71
6,143.068333333333,40
1,432.2,78
3,124.3,56
5,738.762,8
13,200.605384615385,9
8,449.7825,8
2,204.55,33
2,761.375,211
5,270.472,23
1,114.56,170
1,152.94,61
5,360.014,52
2,194.72,261
3,1221.87333333333,31
10,260.93,16
2,366.315,257
1,46.95,176
5,1040.702,45
1,1035.45,50
4,186.7075,17
11,493.013636363636,9
7,123.127142857143,73
2,333.825,71
1,1141.24,353
6,237.215,2
1,411.7,116
1,357.95,373
1,559.87,196
1,810.6,176
3,179.276666666667,23
4,374.17,21
1,2062.06,72
1,168.3,339
7,218.787142857143,5
2,411.985,31
1,142.5,169
2,140.45,117
12,186.395,8
4,332.1375,9
4,68.85,212
