"Frequency","Monetary.mean","Recency"
3,199.4,22
2,106.41,107
4,1326.4575,25
1,361.22,138
9,66.9188888888889,213
4,640,37
3,228.89,91
2,308.13,17
2,137.075,3
1,226.37,330
12,229.63,64
3,447.216666666667,119
1,328.15,35
1,404.4,217
2,519.23,172
7,32.9571428571429,72
2,163.375,1
1,207.5,196
3,142.893333333333,128
5,102.108,44
15,205.730666666667,5
6,640.703333333333,14
4,60.5525,17
8,197.9,28
1,151.05,36
1,214.8,157
1,109.95,284
1,549.07,107
6,326.563333333333,24
4,80.6025,75
2,185.24,16
1,101.1,158
1,575.41,44
2,443.825,11
7,209.921428571429,32
1,53.5,290
5,220.094,21
1,153.9,332
2,247.22,17
23,290.248260869565,3
2,197.9,63
4,52.58,197
3,219.626666666667,33
5,404.99,1
12,121.6975,7
8,426.46125,4
4,224.165,9
9,72.4522222222222,32
1,109.36,53
2,353.52,11
9,171.157777777778,17
1,327.3,18
2,402.245,37
2,248.715,2
3,517.886666666667,18
4,330.14,82
2,183.965,33
2,236.515,66
3,325.84,8
1,676.2,267
3,120.983333333333,247
5,426.38,4
1,1780.59,61
2,334.18,74
2,292.25,89
3,185.296666666667,60
2,158.6,28
1,94.36,322
5,272.454,53
1,221.19,269
20,147.0525,2
9,156.895555555556,50
5,297.38,60
4,407.7875,144
2,204.285,19
1,303.93,94
20,203.062,1
2,149.8,264
2,80.525,302
1,443.05,70
2,83.625,302
1,163.07,18
10,212.693,12
5,405.776,36
2,107.325,19
1,151.83,53
1,262.2,56
2,63.125,21
1,210.35,44
4,256.7475,26
3,225.09,44
7,137.068571428571,112
1,346.12,24
2,41.28,191
1,302.7,302
10,190.825,2
2,120.53,263
1,284.55,106
1,300.85,57
3,214.27,213
1,287.4,64
1,184.26,28
7,217.464285714286,29
5,159.67,5
5,728.134,7
2,190.6,67
3,205.596666666667,1
5,127.754,46
1,230.51,33
3,0.966666666666669,0
1,259.01,135
1,188.89,198
3,224.896666666667,190
1,311.92,149
1,266.97,87
7,263.025714285714,63
5,431.674,99
1,208.36,218
18,193.485555555556,2
3,271.573333333333,28
1,151.42,177
4,25.5,64
7,197.671428571429,21
3,438.226666666667,19
7,229.065714285714,33
1,74.9,74
4,162.6075,23
5,151.488,51
1,223.95,274
4,78.715,164
11,164.679090909091,7
4,136.075,88
7,356.351428571429,63
3,110.333333333333,25
2,150.415,10
1,769.29,75
1,220.62,15
1,139.35,192
3,126.466666666667,173
1,363.65,77
4,123.05,33
1,731.5,46
6,221.61,72
1,826.53,296
3,228.136666666667,3
4,390.555,8
6,494.281666666667,49
3,28.7066666666667,161
5,63.82,360
6,66.81,4
5,284.286,106
1,484.38,25
1,777.6,31
2,45.15,19
1,363.7,296
1,248.1,372
3,316.753333333333,21
4,218.6475,4
5,325.426,52
1,101.7,30
1,162.7,277
3,160.306666666667,61
2,107.54,25
4,259.155,186
28,331.988214285714,1
29,410.192068965517,2
1,290.36,171
1,228.06,81
1,244.41,3
1,455.25,190
7,177.798571428571,22
3,2249.6,17
5,205.388,19
1,593.75,5
2,269.51,107
4,347.2025,2
1,119.62,53
1,339.3,164
10,415.464,10
9,251.805555555556,108
3,307.373333333333,95
2,189.865,242
14,404.612142857143,163
7,91.65,3
2,142.945,35
7,473.398571428571,66
2,140.925,24
24,344.043333333333,0
3,272.17,21
2,255.56,5
1,1077.74,53
1,173.7,364
6,102.335,15
2,432.8,194
1,124.2,3
15,241.53,8
5,257.044,3
4,249.925,127
4,162.1025,73
1,451.44,71
2,35.22,155
1,313.62,113
1,233.45,373
3,302.676666666667,80
1,463.95,248
1,225.15,232
3,153.08,71
1,213.5,68
19,214.383157894737,4
3,110.01,50
1,181.09,75
1,360.16,61
2,125.075,15
1,90.04,4
2,70.35,277
6,135.586666666667,4
1,244.8,40
2,247.365,31
2,241.235,74
16,189.916875,17
9,605.662222222222,15
1,75.66,219
2,60.495,186
4,296.915,32
1,618.59,70
1,506.19,182
2,250.21,15
1,151.85,235
6,438.44,31
2,102.205,253
2,89.48,3
4,203.37,51
1,129.45,245
2,405.285,80
1,333.08,274
20,218.9825,0
1,322.8,79
6,363.84,29
2,208.865,73
7,411.164285714286,17
2,108.95,222
5,224.918,32
11,152.406363636364,22
4,292.345,25
1,231.1,105
3,226.61,4
1,487.51,245
2,416.89,177
2,107.03,169
2,135.43,38
1,518.42,71
11,604.932727272727,53
3,388.973333333333,16
5,118.994,141
6,632.42,17
21,408.011428571429,22
4,233.405,9
1,123.24,368
1,39.12,189
5,162.09,16
1,135.4,362
1,118.98,19
2,285.065,68
6,51.12,15
4,342.7175,23
17,236.615294117647,16
3,564.09,28
23,351.895217391304,2
2,159.805,54
5,311.744,33
17,177.284117647059,2
1,129.75,366
1,183.7,43
6,295.056666666667,72
5,205.6,4
2,162.12,61
9,338.164444444444,47
4,315.215,1
3,101.086666666667,75
3,69.5433333333333,43
2,638,256
2,241.005,68
4,164.475,135
1,112.75,241
2,999,226
17,296.470588235294,8
18,286.126111111111,8
29,480.901034482759,0
3,177.116666666667,37
1,656.63,45
5,605.974,84
10,248.304,19
5,330.206,3
11,331.402727272727,9
21,325.725238095238,18
4,227.8825,218
1,301.72,78
3,106.6,266
9,364.262222222222,9
1,623.75,369
8,221.74,14
1,155.24,26
1,292.47,262
16,294.450625,17
2,294.575,91
8,96.88375,302
5,276.404,26
1,272.82,364
4,263.6675,46
26,272.164615384615,36
4,175.6975,52
1,603.75,31
3,216.836666666667,52
7,324.172857142857,78
1,417.6,53
1,3.75,297
2,156.275,172
8,273.98,29
7,186.394285714286,11
18,398.372222222222,86
19,352.332105263158,4
4,206.74,25
5,303.18,17
5,124.786,44
1,1764.72,30
1,207.5,372
1,223.92,58
1,2002.4,372
5,296.926,114
1,239.4,214
1,106.83,318
1,369.34,65
4,193.21,7
1,316.62,96
3,500.46,19
2,297.45,185
18,153.236111111111,3
1,34,294
2,572.8,273
11,507.327272727273,30
5,91.608,47
1,380.39,260
6,124.15,57
5,449.362,33
1,171.59,57
5,130.984,67
11,154.150909090909,10
1,388.28,60
2,113.175,80
2,122.97,74
28,373.358928571429,2
2,212.595,100
2,147.325,365
19,118.013157894737,10
1,107.6,19
2,298.74,123
1,80.8,8
8,190.015,3
8,213.285,29
2,55.19,282
1,243.84,57
12,100.125833333333,1
1,414.88,365
1,305.62,89
1,1201.49,11
5,173.566,163
1,332.3,65
3,178.996666666667,23
2,230.295,173
4,200.3725,103
3,373.863333333333,142
2,144.21,99
6,152.123333333333,23
2,137.82,192
2,273.535,4
1,479.35,360
10,169.298,8
22,295.481818181818,14
4,104.265,103
13,111.303846153846,2
13,255.228461538462,10
1,497.61,95
1,358.38,227
2,230.32,15
2,387.59,38
1,341.7,51
2,64.25,93
1,197.22,156
1,325.91,38
3,66.3833333333333,184
4,276.6325,1
1,413.46,227
2,90.425,128
2,125.935,39
12,263.9775,31
3,194.3,197
39,393.789230769231,8
7,253.517142857143,36
4,315.11,64
17,599.048235294118,42
1,214.32,50
1,193.44,43
1,281.42,52
1,124.57,186
1,332.41,333
3,114.15,4
2,72.455,10
2,164.2,23
1,35.4,14
2,172.945,366
5,94.628,106
3,50.55,59
4,120.3375,29
3,69.2466666666667,140
5,161.124,22
7,394.498571428571,22
3,226.673333333333,77
10,706.631,4
9,224.83,64
6,142.286666666667,12
7,217.011428571429,30
1,432,66
3,235.04,66
2,138.365,187
2,214.92,37
3,157.17,15
1,194.88,35
3,526.223333333333,194
5,161.94,1
7,70.9771428571429,1
1,145.93,366
1,219.14,64
3,71.01,299
4,111.115,26
6,213.593333333333,7
5,37.538,11
1,1706.88,116
1,373.24,29
16,234.641875,4
8,385.685,5
4,144.9425,81
5,196.33,29
2,182.07,64
8,188.7575,4
14,180.619285714286,23
1,113.44,290
1,208.46,36
6,103.613333333333,9
2,288.13,23
1,391.52,276
7,149.048571428571,49
11,236.040909090909,156
1,169.79,61
26,256.416538461538,12
4,184.875,21
1,230.25,371
3,181.016666666667,115
19,146.394736842105,80
7,185.055714285714,3
3,126.85,26
21,219.248571428571,5
1,161.94,53
5,106.016,1
2,475.465,54
1,262.68,25
5,380.626,8
3,1016.62666666667,52
10,189.411,12
3,272.243333333333,211
19,228.710526315789,21
1,406.48,235
3,145.006666666667,138
7,165.895714285714,3
3,392.853333333333,56
4,315.6875,123
2,83.805,109
1,20.8,30
9,231.675555555556,0
5,98.734,184
2,146.17,9
2,208.32,239
1,117.35,87
3,169.016666666667,38
1,234.17,116
1,110.55,187
1,201.19,226
10,214.847,8
1,319.02,189
2,219.715,4
3,216.803333333333,39
2,116.105,2
1,251.52,267
1,344.33,77
8,226.13125,3
2,539.48,255
1,384.06,60
8,240.025,12
5,878.484,78
11,496.510909090909,17
2,936.6,29
7,232.15,3
1,126.12,5
6,188.875,7
1,179,218
6,266.976666666667,10
9,158.606666666667,30
3,234,288
6,47.8366666666667,149
2,242.41,23
11,362.688181818182,0
4,371.945,73
2,706.47,46
4,195.445,4
7,125.347142857143,50
2,92.73,16
1,270.9,30
4,141.395,8
3,614.186666666667,28
27,317.55962962963,2
2,460.05,40
4,318.1525,11
1,71,31
3,31.95,45
3,119.256666666667,60
2,77.415,185
7,121.227142857143,78
2,358,110
1,146.87,63
2,190.175,11
3,343.38,86
4,183.6425,16
3,129.443333333333,245
2,626.61,78
1,112.4,30
1,449.73,137
4,266.4425,26
5,208.876,2
4,433.795,32
3,299.143333333333,8
3,113.146666666667,113
1,642.02,157
3,366.966666666667,85
6,144.053333333333,115
11,508.616363636364,2
6,538.14,96
1,247.14,194
1,413.75,28
2,248.19,128
6,225.638333333333,28
3,393.296666666667,81
5,619.008,29
1,234.24,266
12,426.344166666667,73
5,106.894,313
11,129.235454545455,8
3,286.45,58
22,205.97,12
13,204.247692307692,28
1,312.14,114
14,170.391428571429,8
4,361.5225,17
5,162.754,17
3,280.36,36
2,189.1,36
1,118.8,78
3,95.1666666666667,22
2,145.08,25
2,1001.925,33
3,468.593333333333,109
2,1474.875,35
6,259.175,123
6,341.68,7
4,497.7525,28
8,255.23125,4
10,380.281,2
4,444.445,50
2,135.1,318
6,181.366666666667,22
7,141.811428571429,9
9,104.213333333333,2
2,485.87,18
4,405.4325,10
1,25.5,261
2,332.89,159
7,1482.91857142857,32
8,108.71,29
1,163.3,165
1,248.61,47
10,74.722,5
5,161.38,8
1,116.2,288
1,157.02,317
3,197.87,3
1,307.46,233
1,138.32,119
1,345.3,161
1,298.89,185
1,259.35,50
7,141.692857142857,152
1,157.09,334
5,492.634,5
7,698.891428571429,15
2,212.5,106
7,162.818571428571,16
1,380.5,275
15,705.704666666667,15
1,465.32,247
1,579,239
2,492.285,1
3,249.926666666667,105
6,279.94,22
1,124.88,51
4,375.875,194
1,213.78,24
1,329.34,75
2,125.85,17
3,102.183333333333,7
3,422.323333333333,32
4,383.6825,21
6,586.338333333333,31
11,155.200909090909,28
2,146.55,21
8,308.3,32
1,158.68,284
3,63.1633333333333,38
4,204.22,50
1,224.91,289
2,156.63,74
9,417.294444444444,5
1,59.9,217
5,286.188,44
1,306.13,201
3,237.263333333333,178
6,130.063333333333,56
2,119.96,57
8,410.86375,7
2,72,46
1,203.95,226
9,252.842222222222,11
2,192.2,106
3,83.2466666666667,58
7,299.304285714286,28
9,186.051111111111,35
2,131.31,273
1,1013.01,29
3,230.74,23
1,342.63,53
6,593.975,35
9,150.323333333333,169
1,384.08,53
1,204.24,53
9,255.518888888889,26
1,226.85,253
11,249.189090909091,40
7,140.588571428571,60
1,113.5,234
10,196.072,4
1,114.23,31
14,228.446428571429,24
2,167.565,7
1,354.15,65
2,213.395,310
1,393.49,308
6,156.553333333333,18
8,238.26125,15
2,159.38,96
11,315.151818181818,264
14,223.415714285714,12
2,210.76,2
1,190.88,35
1,149.89,182
2,275.03,25
6,152.688333333333,12
2,157.345,11
17,220.273529411765,2
2,189.975,312
2,567.52,108
30,287.618333333333,1
1,954.9,53
1,171.45,204
1,282.19,15
1,318.65,120
2,192.26,3
1,283.28,362
2,176.93,116
1,178.26,18
2,136.22,4
2,149.205,40
2,120,107
2,301.685,148
5,250.672,52
1,63.44,208
2,281.45,138
3,103.546666666667,2
2,158.81,127
4,190.91,107
5,428.906,42
1,111.98,35
2,532.675,227
1,246.04,241
1,187.83,57
3,567.803333333333,130
7,234.525714285714,60
1,153.92,21
7,152.015714285714,26
7,202.818571428571,9
4,234.04,31
2,262.62,3
1,550.8,308
9,208.345555555556,8
3,185.65,28
1,131.78,17
2,249.21,101
4,167.2775,11
1,197.63,21
6,186.655,14
1,250.04,361
21,409.558571428571,10
1,82.75,95
2,692.425,78
3,214.766666666667,138
2,1144.065,17
11,228.614545454545,24
43,144.28976744186,0
5,504.804,46
3,400.206666666667,100
2,350.43,8
9,100.998888888889,15
4,247.5575,17
1,96.8,280
2,261.555,14
2,181.95,22
1,175.2,123
1,494.25,85
3,102.2,301
7,277.76,151
10,661.218,17
2,121.68,94
16,743.19875,9
3,260.453333333333,156
1,193.64,355
1,160.57,46
4,134.435,15
16,163.22375,3
1,228.96,86
5,231.904,14
1,110.75,179
5,251.238,8
3,195.716666666667,36
2,870,129
1,1393.06,50
1,178.22,311
2,194.07,24
2,182.925,303
1,127.86,11
3,195.263333333333,17
3,162.733333333333,49
2,156.115,239
12,371.310833333333,0
8,600.195,12
1,168.4,238
9,149.946666666667,23
4,111.545,72
3,141.296666666667,17
8,167.835,40
4,161.73,40
2,247.885,218
4,93.125,190
2,101.6,70
21,186.948571428571,23
1,404.66,11
1,65.4,65
1,199.29,4
2,168.2,19
1,261.11,14
6,447.736666666667,7
2,392.055,19
4,314.89,77
2,254.4,163
2,228.955,306
1,203.87,219
8,916.35,39
2,348.205,22
3,217.793333333333,114
5,425.992,126
13,202.603846153846,4
1,281.62,36
5,193.444,1
5,385.744,330
1,32.65,163
2,385.925,184
5,242.944,16
4,187.235,12
7,179.722857142857,2
2,389,43
1,507.84,79
9,759.815555555556,29
2,231.73,42
14,300.069285714286,11
3,199.61,50
10,185.313,16
4,165.9075,45
2,379.585,19
7,717.465714285714,4
1,100.8,71
33,517.528787878788,0
4,128.03,120
2,132.88,32
1,403.3,313
2,182.88,18
1,303.16,88
9,259.268888888889,2
2,108.15,1
2,189.15,247
5,35.42,147
10,221.026,29
1,534.24,219
3,980.013333333333,147
2,60.45,176
2,270.765,40
8,313.1075,2
10,164.895,1
2,243.36,17
4,129.3825,192
1,131.7,203
1,249.86,365
5,347.54,126
1,316.5,15
2,328.65,43
8,56.57875,78
3,252.486666666667,22
3,220.98,51
6,313.56,16
1,289.96,158
2,381.64,10
2,68.5,10
6,307.176666666667,16
5,225.014,44
3,236.763333333333,191
1,194.37,79
2,253.255,73
5,249.868,3
3,138.013333333333,65
1,396.87,261
2,188.32,58
11,175.170909090909,0
11,321.992727272727,1
1,374.57,248
2,248.78,7
1,271.05,358
1,272.22,75
1,622.88,289
3,379.333333333333,17
2,144.3,220
4,172.275,9
2,279.48,2
10,274.528,206
2,572.92,161
2,147.145,70
2,302.79,261
1,387.31,280
11,554.612727272727,57
1,308.48,24
11,265.458181818182,28
1,513.2,72
1,208.65,128
4,159.755,31
5,153.616,15
1,153.94,308
7,262.724285714286,17
1,546.81,53
4,180.49,24
5,214.142,1
4,163.185,11
1,145,361
1,422.7,359
8,88.3375,1
6,148.143333333333,53
11,321.827272727273,1
10,238.5,1
2,146.725,120
1,223.36,53
1,164.4,280
1,76.5,177
2,448.81,29
1,98.42,25
3,190.133333333333,8
1,170.75,269
3,215.32,43
2,74.43,23
3,89.0533333333333,197
1,306.84,359
6,151.66,42
1,1487.6,129
5,390.49,1
2,241.63,19
1,157.9,205
3,180.486666666667,14
5,170.99,94
1,167.62,19
8,138.4225,14
3,151.336666666667,24
2,450.605,8
10,401.256,7
1,344.14,332
4,374.6275,50
4,56.6875,71
4,90.725,29
1,185.65,242
22,157.171818181818,8
2,62.37,190
4,110.05,4
3,71.9066666666667,252
31,346.326129032258,0
1,175.27,236
3,409.1,7
4,283.2675,109
3,413.4,100
4,601.0425,60
3,493.073333333333,2
8,276.8775,73
6,651.926666666667,3
2,496.59,85
2,194.395,12
7,403.99,23
1,2044.37,213
1,161.67,17
1,116.01,239
8,631.34625,2
2,154.68,217
2,96.71,33
6,183.986666666667,40
19,207.782631578947,3
10,199.276,53
17,265.257058823529,22
1,390.07,57
3,109.866666666667,130
3,190.4,173
3,323.86,5
1,218.52,312
1,81.44,59
4,334.025,21
1,527.05,32
2,421.74,14
4,511.75,18
1,75.75,81
9,198.235555555556,5
2,251.8,169
3,176.11,1
6,207.056666666667,31
9,262.441111111111,36
2,132.965,8
2,273.53,31
1,108.5,276
1,621.66,86
2,356.145,119
1,101.55,373
17,162.881176470588,1
4,248.915,219
1,133.06,65
5,357.91,60
2,430.87,134
1,166.08,21
14,277.619285714286,11
18,263.173888888889,25
5,235.176,29
1,117.55,277
8,321.4675,10
5,334.938,73
3,161.96,10
14,211.053571428571,3
1,196,141
9,198.696666666667,25
2,302.32,18
2,364.08,3
5,411.102,66
2,173.875,1
7,486.674285714286,42
1,205.7,227
6,214.013333333333,15
4,776.655,43
7,231.745714285714,1
2,275.52,74
7,197.61,4
43,377.191162790698,1
1,298.11,263
2,996.055,52
1,184.4,23
7,351.332857142857,10
1,239.41,43
7,455.932857142857,16
7,819.922857142857,7
16,296.778125,30
2,145.2,358
5,146.688,127
3,62.34,136
1,283.12,141
2,382.67,131
14,157.217857142857,38
1,338.95,236
1,154.95,260
6,418.148333333333,16
1,417.95,252
6,286.62,30
3,266.246666666667,35
2,442.595,168
10,178.112,3
22,458.971363636364,4
2,76.2,185
2,133.54,187
1,137.45,169
2,192.55,10
1,522.91,44
1,153,320
1,326.4,200
12,458.815833333333,22
1,139.35,232
18,298.211111111111,37
4,298.985,26
6,396.773333333333,96
6,546.066666666667,127
4,248.9125,57
14,240.795,16
2,521.275,9
5,503.136,3
15,352.588666666667,3
5,175.64,79
1,303.97,372
2,346.095,38
3,233.543333333333,53
19,690.001052631579,2
4,84.3725,9
2,84.12,9
5,372.67,19
8,348.25625,11
2,177.555,113
7,327.297142857143,3
2,49.4,234
2,32.325,100
2,337.26,178
9,199.73,5
1,80.64,359
6,289.986666666667,0
31,180.177096774194,1
8,432.0875,19
3,278.33,17
2,143.795,21
1,712.78,32
1,15,263
2,409.41,50
3,123.96,158
1,271.2,15
3,757.726666666667,8
12,330.0525,12
5,228.654,198
2,122.905,56
2,91.385,10
5,243.092,96
1,56.4,254
3,221.953333333333,24
5,128.434,21
2,94.01,159
2,141.735,72
1,131.94,53
2,139.37,85
4,466.2975,152
2,558.95,73
1,225.9,281
14,140.396428571429,26
1,106.1,29
1,323.04,25
2,175.195,179
4,174.475,40
3,260.143333333333,22
11,275.098181818182,22
9,133.223333333333,37
4,312.96,82
1,512.31,73
1,546.04,11
15,308.508,16
51,150.543333333333,4
4,183.04,12
7,244.942857142857,14
4,9.14,36
3,129.226666666667,4
8,457.63375,71
1,298.4,51
5,399.092,5
9,177.774444444444,8
1,889.24,298
3,132.9,1
1,35.4,33
1,155.37,49
3,116.88,2
1,110.21,47
10,156.053,42
6,385.45,26
1,338.8,42
1,205.48,303
1,51.56,106
1,2033.1,85
9,100.133333333333,81
4,151.45,218
35,151.103714285714,302
2,57.17,11
2,155.63,185
1,208.97,372
6,232.298333333333,1
12,429.638333333333,5
1,148.21,304
1,252.8,368
9,228.8,3
1,330.9,323
6,526.666666666667,59
3,199.166666666667,12
27,376.242222222222,30
2,162.85,142
8,77.84375,30
5,85.636,107
13,145.338461538462,2
1,155.9,204
6,294.06,80
7,94.0371428571429,185
1,237.61,170
1,379.45,43
1,178.52,173
1,458.92,364
1,133.35,304
4,167.9425,3
4,179.3625,3
1,190.19,12
3,299.87,31
1,111.35,129
10,52.578,18
2,101.935,212
2,301.045,322
1,203.86,162
3,81.3666666666667,56
1,112.25,225
8,139.97625,71
1,98,44
1,256.32,23
4,135.275,172
2,76.03,85
1,155.8,159
4,3.75,164
1,110.38,29
2,89.46,21
4,200.06,71
1,72.9,247
1,243.28,373
1,366.23,9
6,49.2683333333333,310
2,205.8,58
1,336.43,3
3,113.76,45
1,1304.04,88
17,247.3,4
4,206.63,64
1,207.5,282
13,222.640769230769,1
1,244.08,372
2,198.645,133
2,106.27,45
5,166.9,11
5,348.096,35
2,204.18,134
3,443.856666666667,29
2,352.125,51
2,72.895,138
1,389.84,5
7,614.46,8
1,99.14,159
14,141.684285714286,49
1,304.56,130
1,77.5,7
2,74.79,233
1,176.68,37
1,358.56,147
4,118.03,72
4,247.71,39
16,143.460625,5
4,139.325,198
1,12.75,249
1,111.68,66
1,508.46,116
1,73.78,171
39,33.2420512820513,21
1,102.83,142
2,235.85,31
14,187.326428571429,37
5,219.686,37
1,123.07,371
1,277.35,373
2,114.1,166
1,582.59,211
1,136.04,241
1,337.04,51
3,246.93,24
14,313.829285714286,15
1,353.19,372
1,288.14,29
1,300.92,365
5,147.562,35
3,270.483333333333,165
1,152.68,145
1,634.95,22
1,20.8,56
1,198.57,185
8,23.89625,11
3,210.28,236
2,46.675,225
6,104.948333333333,121
1,76.1,281
12,125.941666666667,74
2,191.03,37
2,208.615,12
1,169.47,362
2,124.86,3
1,444.68,23
9,235.132222222222,70
2,126.12,235
1,174.8,256
1,102.79,373
2,93.645,155
1,166.42,28
1,120.03,4
5,296.712,32
3,174.333333333333,81
2,61.07,108
1,38.45,51
1,668.11,35
3,78.9266666666667,152
1,115.31,98
3,73.5666666666667,4
1,73.5,334
1,97.97,65
2,211.44,21
3,243.466666666667,35
3,135.206666666667,32
6,11.67,154
2,178.6,19
22,189.142727272727,11
1,165.05,53
3,186.503333333333,24
11,189.604545454545,4
1,189.4,45
2,86.145,203
1,74.4,359
2,148.535,66
11,613.830909090909,7
1,363.65,288
1,170.16,9
4,74.1775,9
10,211.941,21
3,240.173333333333,173
2,407,133
15,158.672,5
1,318,75
1,396.33,40
1,101.7,289
7,288.831428571429,26
2,226.5,257
13,297.264615384615,114
1,489.6,373
14,181.337142857143,23
11,239.364545454545,8
2,168.065,217
4,912.9925,45
2,615.75,18
3,114.483333333333,36
1,703.37,25
2,43.765,16
2,344.975,330
1,101.34,274
4,942.53,98
1,167.67,61
12,755.48,2
5,416.684,93
7,431.042857142857,81
2,290.025,312
3,303.716666666667,11
7,384.692857142857,7
1,168.31,127
2,111.825,11
1,754.64,37
1,113.48,37
1,430.7,329
2,132.325,248
31,255.655483870968,1
2,103.025,19
2,176.345,12
1,76.32,368
1,220.1,290
8,177.25375,67
1,320.72,25
31,180.508709677419,10
1,181.12,367
1,111.15,214
2,336.55,149
6,304.368333333333,8
2,294.72,24
5,228.268,29
1,206.83,60
3,116.243333333333,19
1,112.55,243
4,261.435,8
2,357.75,211
5,136.382,29
4,190.4575,63
1,152.65,295
8,1049.1525,17
4,253.725,151
2,500.08,116
12,240.729166666667,7
4,715.3875,12
2,80.175,140
2,89.67,45
3,204.026666666667,50
3,188.86,32
2,326.675,134
2,199.595,3
4,86.955,75
2,367.47,12
3,150.583333333333,9
1,530.15,301
2,319.03,57
6,268.798333333333,10
2,197.35,31
1,302.46,177
6,225.918333333333,3
9,125.96,176
1,202.65,60
3,326.77,33
7,172.644285714286,58
25,299.6068,14
4,526.71,86
1,104,7
2,224.325,353
7,187.738571428571,31
6,262.235,113
6,298.861666666667,9
6,307.291666666667,4
1,382.8,24
6,100.086666666667,218
1,49.8,15
1,304.25,249
4,499.6225,15
3,361.446666666667,77
3,91.5033333333333,192
1,207.8,261
1,957.97,71
3,70.9866666666667,150
2,448,64
2,344.565,95
21,242.050476190476,4
1,163.8,106
3,465.663333333333,199
1,160.42,157
4,494.825,71
2,258.68,36
1,139.1,28
6,436.896666666667,1
5,120.014,25
1,248.42,326
1,232.48,236
1,299.34,89
1,481.75,31
2,310.875,29
4,156.595,206
11,183.615454545455,2
2,148.89,219
6,172.218333333333,22
1,443,92
27,233.897407407407,1
1,158.95,263
17,315.354117647059,3
14,370.864285714286,38
1,93.75,217
3,256.4,50
20,363.845,11
10,271.66,9
6,344.361666666667,192
5,116.494,81
1,440,325
3,598.826666666667,71
6,147.04,29
5,197.42,2
5,312.322,218
1,422.58,46
18,114.338333333333,9
4,558.1225,72
8,313.445,7
2,298.05,23
4,195.755,113
1,95.34,17
2,171.46,301
1,4314.72,87
2,263.335,50
1,103.3,89
12,188.781666666667,39
3,779.533333333333,24
8,324.375,172
2,162.12,43
1,149.48,140
4,302.77,23
2,400.755,72
2,69.45,358
3,79.65,38
7,437.825714285714,2
3,68,2
3,107.786666666667,21
2,48.815,58
1,173.9,73
1,180.6,277
1,80.82,180
3,58.8666666666667,7
16,130.93,3
3,612.426666666667,42
